Reference,Date,Value
USD-LIBOR-3M,1972-11-17,0.0575
USD-LIBOR-3M,1972-11-20,0.0569
USD-LIBOR-3M,1972-11-21,0.0563
USD-LIBOR-3M,1972-11-22,0.0563
USD-LIBOR-3M,1972-11-23,0.0563
USD-LIBOR-3M,1972-11-24,0.0563
USD-LIBOR-3M,1972-11-28,0.0575
USD-LIBOR-3M,1972-11-29,0.0581
USD-LIBOR-3M,1972-11-30,0.0594
USD-LIBOR-3M,1972-12-01,0.0606
USD-LIBOR-3M,1972-12-04,0.0606
USD-LIBOR-3M,1972-12-05,0.0631
USD-LIBOR-3M,1972-12-06,0.0625
USD-LIBOR-3M,1972-12-07,0.0613
USD-LIBOR-3M,1972-12-11,0.0606
USD-LIBOR-3M,1972-12-12,0.0613
USD-LIBOR-3M,1972-12-13,0.0594
USD-LIBOR-3M,1972-12-14,0.06
USD-LIBOR-3M,1972-12-15,0.06
USD-LIBOR-3M,1972-12-18,0.0594
USD-LIBOR-3M,1972-12-19,0.0594
USD-LIBOR-3M,1972-12-20,0.0594
USD-LIBOR-3M,1972-12-21,0.0613
USD-LIBOR-3M,1972-12-22,0.0613
USD-LIBOR-3M,1972-12-27,0.0606
USD-LIBOR-3M,1972-12-28,0.0594
USD-LIBOR-3M,1972-12-29,0.0581
USD-LIBOR-3M,1973-01-02,0.0581
USD-LIBOR-3M,1973-01-03,0.0594
USD-LIBOR-3M,1973-01-04,0.0581
USD-LIBOR-3M,1973-01-05,0.0581
USD-LIBOR-3M,1973-01-08,0.06
USD-LIBOR-3M,1973-01-09,0.0594
USD-LIBOR-3M,1973-01-10,0.0588
USD-LIBOR-3M,1973-01-11,0.0594
USD-LIBOR-3M,1973-01-12,0.06
USD-LIBOR-3M,1973-01-15,0.0606
USD-LIBOR-3M,1973-01-16,0.0619
USD-LIBOR-3M,1973-01-17,0.0613
USD-LIBOR-3M,1973-01-18,0.0613
USD-LIBOR-3M,1973-01-19,0.0606
USD-LIBOR-3M,1973-01-22,0.0613
USD-LIBOR-3M,1973-01-23,0.0625
USD-LIBOR-3M,1973-01-24,0.0619
USD-LIBOR-3M,1973-01-25,0.0638
USD-LIBOR-3M,1973-01-26,0.0644
USD-LIBOR-3M,1973-01-29,0.0656
USD-LIBOR-3M,1973-01-30,0.0681
USD-LIBOR-3M,1973-01-31,0.0669
USD-LIBOR-3M,1973-02-01,0.0675
USD-LIBOR-3M,1973-02-02,0.07
USD-LIBOR-3M,1973-02-05,0.0694
USD-LIBOR-3M,1973-02-06,0.0713
USD-LIBOR-3M,1973-02-07,0.0688
USD-LIBOR-3M,1973-02-08,0.07
USD-LIBOR-3M,1973-02-09,0.0738
USD-LIBOR-3M,1973-02-13,0.07
USD-LIBOR-3M,1973-02-14,0.0694
USD-LIBOR-3M,1973-02-15,0.0725
USD-LIBOR-3M,1973-02-16,0.0738
USD-LIBOR-3M,1973-02-20,0.0775
USD-LIBOR-3M,1973-02-21,0.0781
USD-LIBOR-3M,1973-02-22,0.08
USD-LIBOR-3M,1973-02-23,0.0838
USD-LIBOR-3M,1973-02-26,0.0819
USD-LIBOR-3M,1973-02-27,0.0808
USD-LIBOR-3M,1973-02-28,0.0825
USD-LIBOR-3M,1973-03-01,0.0925
USD-LIBOR-3M,1973-03-02,0.0925
USD-LIBOR-3M,1973-03-05,0.0886
USD-LIBOR-3M,1973-03-06,0.0838
USD-LIBOR-3M,1973-03-07,0.0831
USD-LIBOR-3M,1973-03-08,0.0875
USD-LIBOR-3M,1973-03-09,0.0888
USD-LIBOR-3M,1973-03-12,0.0844
USD-LIBOR-3M,1973-03-13,0.0813
USD-LIBOR-3M,1973-03-14,0.0781
USD-LIBOR-3M,1973-03-15,0.0825
USD-LIBOR-3M,1973-03-16,0.0831
USD-LIBOR-3M,1973-03-19,0.0813
USD-LIBOR-3M,1973-03-20,0.0838
USD-LIBOR-3M,1973-03-21,0.0825
USD-LIBOR-3M,1973-03-22,0.0856
USD-LIBOR-3M,1973-03-26,0.0856
USD-LIBOR-3M,1973-03-27,0.0869
USD-LIBOR-3M,1973-03-28,0.0856
USD-LIBOR-3M,1973-03-29,0.0863
USD-LIBOR-3M,1973-03-30,0.0863
USD-LIBOR-3M,1973-04-02,0.0856
USD-LIBOR-3M,1973-04-03,0.0856
USD-LIBOR-3M,1973-04-04,0.085
USD-LIBOR-3M,1973-04-05,0.0831
USD-LIBOR-3M,1973-04-06,0.0819
USD-LIBOR-3M,1973-04-09,0.08
USD-LIBOR-3M,1973-04-10,0.0806
USD-LIBOR-3M,1973-04-11,0.08
USD-LIBOR-3M,1973-04-12,0.08
USD-LIBOR-3M,1973-04-13,0.0788
USD-LIBOR-3M,1973-04-16,0.0781
USD-LIBOR-3M,1973-04-17,0.0781
USD-LIBOR-3M,1973-04-18,0.08
USD-LIBOR-3M,1973-04-19,0.0794
USD-LIBOR-3M,1973-04-24,0.0806
USD-LIBOR-3M,1973-04-25,0.0825
USD-LIBOR-3M,1973-04-26,0.0831
USD-LIBOR-3M,1973-04-27,0.0825
USD-LIBOR-3M,1973-04-30,0.0825
USD-LIBOR-3M,1973-05-01,0.0825
USD-LIBOR-3M,1973-05-02,0.08
USD-LIBOR-3M,1973-05-03,0.0825
USD-LIBOR-3M,1973-05-04,0.0813
USD-LIBOR-3M,1973-05-07,0.0819
USD-LIBOR-3M,1973-05-08,0.0831
USD-LIBOR-3M,1973-05-09,0.0838
USD-LIBOR-3M,1973-05-11,0.0838
USD-LIBOR-3M,1973-05-14,0.0844
USD-LIBOR-3M,1973-05-15,0.0881
USD-LIBOR-3M,1973-05-16,0.0856
USD-LIBOR-3M,1973-05-17,0.0844
USD-LIBOR-3M,1973-05-18,0.085
USD-LIBOR-3M,1973-05-21,0.0863
USD-LIBOR-3M,1973-05-22,0.0863
USD-LIBOR-3M,1973-05-23,0.0838
USD-LIBOR-3M,1973-05-24,0.0869
USD-LIBOR-3M,1973-05-25,0.0869
USD-LIBOR-3M,1973-05-28,0.0869
USD-LIBOR-3M,1973-05-29,0.0875
USD-LIBOR-3M,1973-05-30,0.0844
USD-LIBOR-3M,1973-05-31,0.0856
USD-LIBOR-3M,1973-06-01,0.0869
USD-LIBOR-3M,1973-06-04,0.0875
USD-LIBOR-3M,1973-06-05,0.0888
