Reference,Date,Value
GBP-LIBOR-3M,1987-03-12,0.1
GBP-LIBOR-3M,1987-03-13,0.1
GBP-LIBOR-3M,1987-03-16,0.09813
GBP-LIBOR-3M,1987-03-17,0.09813
GBP-LIBOR-3M,1987-03-18,0.0975
GBP-LIBOR-3M,1987-03-19,0.09672
GBP-LIBOR-3M,1987-03-20,0.09688
GBP-LIBOR-3M,1987-03-23,0.09625
GBP-LIBOR-3M,1987-03-24,0.09688
GBP-LIBOR-3M,1987-03-25,0.09688
GBP-LIBOR-3M,1987-03-26,0.09797
GBP-LIBOR-3M,1987-03-27,0.09813
GBP-LIBOR-3M,1987-03-30,0.09938
GBP-LIBOR-3M,1987-03-31,0.1
GBP-LIBOR-3M,1987-04-01,0.09938
GBP-LIBOR-3M,1987-04-02,0.1
GBP-LIBOR-3M,1987-04-03,0.1
GBP-LIBOR-3M,1987-04-06,0.09875
GBP-LIBOR-3M,1987-04-07,0.09875
GBP-LIBOR-3M,1987-04-08,0.09938
GBP-LIBOR-3M,1987-04-09,0.09891
GBP-LIBOR-3M,1987-04-10,0.09938
GBP-LIBOR-3M,1987-04-13,0.09938
GBP-LIBOR-3M,1987-04-14,0.09938
GBP-LIBOR-3M,1987-04-15,0.09875
GBP-LIBOR-3M,1987-04-16,0.09875
GBP-LIBOR-3M,1987-04-21,0.09813
GBP-LIBOR-3M,1987-04-22,0.09813
GBP-LIBOR-3M,1987-04-23,0.09859
GBP-LIBOR-3M,1987-04-24,0.09719
GBP-LIBOR-3M,1987-04-27,0.09688
GBP-LIBOR-3M,1987-04-28,0.09688
GBP-LIBOR-3M,1987-04-29,0.095
GBP-LIBOR-3M,1987-04-30,0.09375
GBP-LIBOR-3M,1987-05-01,0.09203
GBP-LIBOR-3M,1987-05-04,0.09023
GBP-LIBOR-3M,1987-05-05,0.09
GBP-LIBOR-3M,1987-05-06,0.08938
GBP-LIBOR-3M,1987-05-07,0.09
GBP-LIBOR-3M,1987-05-08,0.08875
GBP-LIBOR-3M,1987-05-11,0.08813
GBP-LIBOR-3M,1987-05-12,0.08891
GBP-LIBOR-3M,1987-05-13,0.08813
GBP-LIBOR-3M,1987-05-14,0.0875
GBP-LIBOR-3M,1987-05-15,0.08656
GBP-LIBOR-3M,1987-05-18,0.08688
GBP-LIBOR-3M,1987-05-19,0.08688
GBP-LIBOR-3M,1987-05-20,0.08703
GBP-LIBOR-3M,1987-05-21,0.0875
GBP-LIBOR-3M,1987-05-22,0.0875
GBP-LIBOR-3M,1987-05-26,0.08875
GBP-LIBOR-3M,1987-05-27,0.09063
GBP-LIBOR-3M,1987-05-28,0.09
GBP-LIBOR-3M,1987-05-29,0.09
GBP-LIBOR-3M,1987-06-01,0.08938
GBP-LIBOR-3M,1987-06-02,0.08813
GBP-LIBOR-3M,1987-06-03,0.08813
GBP-LIBOR-3M,1987-06-04,0.08875
GBP-LIBOR-3M,1987-06-05,0.08875
GBP-LIBOR-3M,1987-06-08,0.08875
GBP-LIBOR-3M,1987-06-09,0.08813
GBP-LIBOR-3M,1987-06-10,0.0875
GBP-LIBOR-3M,1987-06-11,0.0875
GBP-LIBOR-3M,1987-06-12,0.08703
GBP-LIBOR-3M,1987-06-15,0.0875
GBP-LIBOR-3M,1987-06-16,0.08813
GBP-LIBOR-3M,1987-06-17,0.08813
GBP-LIBOR-3M,1987-06-18,0.0875
GBP-LIBOR-3M,1987-06-19,0.09
GBP-LIBOR-3M,1987-06-22,0.09188
GBP-LIBOR-3M,1987-06-23,0.09203
GBP-LIBOR-3M,1987-06-24,0.09125
GBP-LIBOR-3M,1987-06-25,0.09125
GBP-LIBOR-3M,1987-06-26,0.09125
GBP-LIBOR-3M,1987-06-29,0.0925
GBP-LIBOR-3M,1987-06-30,0.0925
GBP-LIBOR-3M,1987-07-01,0.0925
GBP-LIBOR-3M,1987-07-02,0.09313
GBP-LIBOR-3M,1987-07-03,0.09313
GBP-LIBOR-3M,1987-07-06,0.09313
GBP-LIBOR-3M,1987-07-07,0.09188
GBP-LIBOR-3M,1987-07-08,0.09188
GBP-LIBOR-3M,1987-07-09,0.09188
GBP-LIBOR-3M,1987-07-10,0.09188
GBP-LIBOR-3M,1987-07-13,0.09125
GBP-LIBOR-3M,1987-07-14,0.09141
GBP-LIBOR-3M,1987-07-15,0.09188
GBP-LIBOR-3M,1987-07-16,0.09188
GBP-LIBOR-3M,1987-07-17,0.09125
GBP-LIBOR-3M,1987-07-20,0.09125
GBP-LIBOR-3M,1987-07-21,0.0925
GBP-LIBOR-3M,1987-07-22,0.0925
GBP-LIBOR-3M,1987-07-23,0.09313
GBP-LIBOR-3M,1987-07-24,0.0925
GBP-LIBOR-3M,1987-07-27,0.09422
GBP-LIBOR-3M,1987-07-28,0.09375
GBP-LIBOR-3M,1987-07-29,0.09313
GBP-LIBOR-3M,1987-07-30,0.09313
GBP-LIBOR-3M,1987-07-31,0.09391
GBP-LIBOR-3M,1987-08-03,0.095
GBP-LIBOR-3M,1987-08-04,0.095
GBP-LIBOR-3M,1987-08-05,0.09313
GBP-LIBOR-3M,1987-08-06,0.09313
GBP-LIBOR-3M,1987-08-07,0.10219
GBP-LIBOR-3M,1987-08-10,0.1025
GBP-LIBOR-3M,1987-08-11,0.1025
GBP-LIBOR-3M,1987-08-12,0.10188
GBP-LIBOR-3M,1987-08-13,0.10125
GBP-LIBOR-3M,1987-08-14,0.10125
GBP-LIBOR-3M,1987-08-17,0.10125
GBP-LIBOR-3M,1987-08-18,0.10188
GBP-LIBOR-3M,1987-08-19,0.10188
GBP-LIBOR-3M,1987-08-20,0.1025
GBP-LIBOR-3M,1987-08-21,0.1025
GBP-LIBOR-3M,1987-08-24,0.1025
GBP-LIBOR-3M,1987-08-25,0.10313
GBP-LIBOR-3M,1987-08-26,0.10438
GBP-LIBOR-3M,1987-08-27,0.10438
GBP-LIBOR-3M,1987-08-28,0.10438
GBP-LIBOR-3M,1987-09-01,0.105
GBP-LIBOR-3M,1987-09-02,0.10375
GBP-LIBOR-3M,1987-09-03,0.10313
GBP-LIBOR-3M,1987-09-04,0.10313
GBP-LIBOR-3M,1987-09-07,0.1025
GBP-LIBOR-3M,1987-09-08,0.10188
GBP-LIBOR-3M,1987-09-09,0.1025
GBP-LIBOR-3M,1987-09-10,0.1025
GBP-LIBOR-3M,1987-09-11,0.10188
GBP-LIBOR-3M,1987-09-14,0.10125
GBP-LIBOR-3M,1987-09-15,0.10125
GBP-LIBOR-3M,1987-09-16,0.10063
GBP-LIBOR-3M,1987-09-17,0.10063
GBP-LIBOR-3M,1987-09-18,0.10063
GBP-LIBOR-3M,1987-09-21,0.1
GBP-LIBOR-3M,1987-09-22,0.10063
GBP-LIBOR-3M,1987-09-23,0.10063
GBP-LIBOR-3M,1987-09-24,0.10125
GBP-LIBOR-3M,1987-09-25,0.1025
GBP-LIBOR-3M,1987-09-28,0.10188
GBP-LIBOR-3M,1987-09-29,0.1025
GBP-LIBOR-3M,1987-09-30,0.10313
GBP-LIBOR-3M,1987-10-01,0.10313
GBP-LIBOR-3M,1987-10-02,0.10313
GBP-LIBOR-3M,1987-10-05,0.1025
GBP-LIBOR-3M,1987-10-06,0.10188
GBP-LIBOR-3M,1987-10-07,0.1025
GBP-LIBOR-3M,1987-10-08,0.1025
GBP-LIBOR-3M,1987-10-09,0.10313
GBP-LIBOR-3M,1987-10-12,0.1025
GBP-LIBOR-3M,1987-10-13,0.10188
GBP-LIBOR-3M,1987-10-14,0.10188
GBP-LIBOR-3M,1987-10-15,0.10313
GBP-LIBOR-3M,1987-10-19,0.10375
GBP-LIBOR-3M,1987-10-20,0.10313
GBP-LIBOR-3M,1987-10-21,0.10188
GBP-LIBOR-3M,1987-10-22,0.10188
GBP-LIBOR-3M,1987-10-23,0.10063
GBP-LIBOR-3M,1987-10-26,0.0925
GBP-LIBOR-3M,1987-10-27,0.095
GBP-LIBOR-3M,1987-10-28,0.09234
GBP-LIBOR-3M,1987-10-29,0.09125
GBP-LIBOR-3M,1987-10-30,0.0925
GBP-LIBOR-3M,1987-11-02,0.09344
GBP-LIBOR-3M,1987-11-03,0.09313
GBP-LIBOR-3M,1987-11-04,0.0925
GBP-LIBOR-3M,1987-11-05,0.08875
GBP-LIBOR-3M,1987-11-06,0.08875
GBP-LIBOR-3M,1987-11-09,0.08688
GBP-LIBOR-3M,1987-11-10,0.08688
GBP-LIBOR-3M,1987-11-11,0.08875
GBP-LIBOR-3M,1987-11-12,0.09
GBP-LIBOR-3M,1987-11-13,0.09
GBP-LIBOR-3M,1987-11-16,0.09063
GBP-LIBOR-3M,1987-11-17,0.09
GBP-LIBOR-3M,1987-11-18,0.09
GBP-LIBOR-3M,1987-11-19,0.09
GBP-LIBOR-3M,1987-11-20,0.09
GBP-LIBOR-3M,1987-11-23,0.09
GBP-LIBOR-3M,1987-11-24,0.09
GBP-LIBOR-3M,1987-11-25,0.09
GBP-LIBOR-3M,1987-11-26,0.09
GBP-LIBOR-3M,1987-11-27,0.09
GBP-LIBOR-3M,1987-11-30,0.09
GBP-LIBOR-3M,1987-12-01,0.07813
GBP-LIBOR-3M,1987-12-02,0.07875
GBP-LIBOR-3M,1987-12-03,0.07875
GBP-LIBOR-3M,1987-12-04,0.07813
GBP-LIBOR-3M,1987-12-07,0.07875
GBP-LIBOR-3M,1987-12-08,0.08063
GBP-LIBOR-3M,1987-12-09,0.08125
GBP-LIBOR-3M,1987-12-10,0.08125
GBP-LIBOR-3M,1987-12-11,0.0825
GBP-LIBOR-3M,1987-12-14,0.08375
GBP-LIBOR-3M,1987-12-15,0.08375
GBP-LIBOR-3M,1987-12-16,0.08125
GBP-LIBOR-3M,1987-12-17,0.08063
GBP-LIBOR-3M,1987-12-18,0.08125
GBP-LIBOR-3M,1987-12-21,0.07938
GBP-LIBOR-3M,1987-12-22,0.07938
GBP-LIBOR-3M,1987-12-23,0.08
GBP-LIBOR-3M,1987-12-24,0.07938
GBP-LIBOR-3M,1987-12-28,0.07938
GBP-LIBOR-3M,1987-12-29,0.07938
GBP-LIBOR-3M,1987-12-30,0.07438
GBP-LIBOR-3M,1987-12-31,0.07438
GBP-LIBOR-3M,1988-01-04,0.09
GBP-LIBOR-3M,1988-01-05,0.09016
GBP-LIBOR-3M,1988-01-06,0.09063
GBP-LIBOR-3M,1988-01-07,0.09047
GBP-LIBOR-3M,1988-01-08,0.09125
GBP-LIBOR-3M,1988-01-11,0.09063
GBP-LIBOR-3M,1988-01-12,0.09063
GBP-LIBOR-3M,1988-01-13,0.09
GBP-LIBOR-3M,1988-01-14,0.09
GBP-LIBOR-3M,1988-01-15,0.09
GBP-LIBOR-3M,1988-01-18,0.09063
GBP-LIBOR-3M,1988-01-19,0.09
GBP-LIBOR-3M,1988-01-20,0.08938
GBP-LIBOR-3M,1988-01-21,0.08875
GBP-LIBOR-3M,1988-01-22,0.08875
GBP-LIBOR-3M,1988-01-25,0.08813
GBP-LIBOR-3M,1988-01-26,0.08813
GBP-LIBOR-3M,1988-01-27,0.08875
GBP-LIBOR-3M,1988-01-28,0.0875
GBP-LIBOR-3M,1988-01-29,0.08813
GBP-LIBOR-3M,1988-02-01,0.0875
GBP-LIBOR-3M,1988-02-02,0.09125
GBP-LIBOR-3M,1988-02-03,0.09063
GBP-LIBOR-3M,1988-02-04,0.09078
GBP-LIBOR-3M,1988-02-05,0.09125
GBP-LIBOR-3M,1988-02-08,0.095
GBP-LIBOR-3M,1988-02-09,0.09516
GBP-LIBOR-3M,1988-02-10,0.09375
GBP-LIBOR-3M,1988-02-11,0.09297
GBP-LIBOR-3M,1988-02-12,0.09438
GBP-LIBOR-3M,1988-02-15,0.09391
GBP-LIBOR-3M,1988-02-16,0.09313
GBP-LIBOR-3M,1988-02-17,0.09313
GBP-LIBOR-3M,1988-02-18,0.09375
GBP-LIBOR-3M,1988-02-19,0.09375
GBP-LIBOR-3M,1988-02-22,0.0925
GBP-LIBOR-3M,1988-02-23,0.09313
GBP-LIBOR-3M,1988-02-24,0.09313
GBP-LIBOR-3M,1988-02-25,0.09375
GBP-LIBOR-3M,1988-02-26,0.09375
GBP-LIBOR-3M,1988-02-29,0.09391
GBP-LIBOR-3M,1988-03-01,0.09375
GBP-LIBOR-3M,1988-03-02,0.09375
GBP-LIBOR-3M,1988-03-03,0.0925
GBP-LIBOR-3M,1988-03-04,0.0925
GBP-LIBOR-3M,1988-03-07,0.09063
GBP-LIBOR-3M,1988-03-08,0.09
GBP-LIBOR-3M,1988-03-09,0.09
GBP-LIBOR-3M,1988-03-10,0.08969
GBP-LIBOR-3M,1988-03-11,0.09
GBP-LIBOR-3M,1988-03-14,0.08938
GBP-LIBOR-3M,1988-03-15,0.08813
GBP-LIBOR-3M,1988-03-16,0.08938
GBP-LIBOR-3M,1988-03-17,0.0875
GBP-LIBOR-3M,1988-03-18,0.08688
