Curve Name,Label,Symbology,Ticker,Field Name,Type,Convention,Time,Date,Min Gap,Clash Action,Spread
USD-LIBOR3M,2Y,OG-Ticker,USD-IRS3M-2Y,MarketValue,IRS,USD-FIXED-6M-LIBOR-3M,2Y,,,,
USD-LIBOR3M,3Y,OG-Ticker,USD-IRS3M-3Y,MarketValue,IRS,USD-FIXED-6M-LIBOR-3M,3Y,,,,
USD-LIBOR3M,4Y,OG-Ticker,USD-IRS3M-4Y,MarketValue,IRS,USD-FIXED-6M-LIBOR-3M,4Y,,,,
USD-LIBOR3M,5Y,OG-Ticker,USD-IRS3M-5Y,MarketValue,IRS,USD-FIXED-6M-LIBOR-3M,5Y,,,,
USD-LIBOR3M,7Y,OG-Ticker,USD-IRS3M-7Y,MarketValue,IRS,USD-FIXED-6M-LIBOR-3M,7Y,,,,
USD-LIBOR3M,10Y,OG-Ticker,USD-IRS3M-10Y,MarketValue,IRS,USD-FIXED-6M-LIBOR-3M,10Y,,,,
,,,,,,,,,,,
EUR-DSC,1M,OG-Ticker,EUR-USD-FX-1M,MarketValue,FXS,EUR/USD,1M,,,,
EUR-DSC,2M,OG-Ticker,EUR-USD-FX-2M,MarketValue,FXS,EUR/USD,2M,,,,
EUR-DSC,3M,OG-Ticker,EUR-USD-FX-3M,MarketValue,FXS,EUR/USD,3M,,,,
EUR-DSC,6M,OG-Ticker,EUR-USD-FX-6M,MarketValue,FXS,EUR/USD,6M,,,,
EUR-DSC,9M,OG-Ticker,EUR-USD-FX-9M,MarketValue,FXS,EUR/USD,9M,,,,
EUR-DSC,1Y,OG-Ticker,EUR-USD-FX-1Y,MarketValue,FXS,EUR/USD,1Y,,,,
EUR-DSC,2Y,OG-Ticker,EUR-USD-XCCY-2Y,MarketValue,XCS,EUR-EURIBOR-3M-USD-LIBOR-3M,2Y,,,,
EUR-DSC,3Y,OG-Ticker,EUR-USD-XCCY-3Y,MarketValue,XCS,EUR-EURIBOR-3M-USD-LIBOR-3M,3Y,,,,
EUR-DSC,4Y,OG-Ticker,EUR-USD-XCCY-4Y,MarketValue,XCS,EUR-EURIBOR-3M-USD-LIBOR-3M,4Y,,,,
EUR-DSC,5Y,OG-Ticker,EUR-USD-XCCY-5Y,MarketValue,XCS,EUR-EURIBOR-3M-USD-LIBOR-3M,5Y,,,,
EUR-DSC,7Y,OG-Ticker,EUR-USD-XCCY-7Y,MarketValue,XCS,EUR-EURIBOR-3M-USD-LIBOR-3M,7Y,,,,
EUR-DSC,10Y,OG-Ticker,EUR-USD-XCCY-10Y,MarketValue,XCS,EUR-EURIBOR-3M-USD-LIBOR-3M,10Y,,,,
,,,,,,,,,,,
EUR-EURIBOR3M,3M,OG-Ticker,EUR-Fixing-3M,MarketValue,FIX,EUR-EURIBOR-3M,,,,,
EUR-EURIBOR3M,6M,OG-Ticker,EUR-FRA-3Mx6M,MarketValue,FRA,EUR-EURIBOR-3M,3Mx6M,,,,
EUR-EURIBOR3M,9M,OG-Ticker,EUR-FRA-6Mx9M,MarketValue,FRA,EUR-EURIBOR-3M,6Mx9M,,,,
EUR-EURIBOR3M,1Y,OG-Ticker,EUR-IRS3M-1Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-3M,1Y,,,,
EUR-EURIBOR3M,2Y,OG-Ticker,EUR-IRS3M-2Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-3M,2Y,,,,
EUR-EURIBOR3M,3Y,OG-Ticker,EUR-IRS3M-3Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-3M,3Y,,,,
EUR-EURIBOR3M,4Y,OG-Ticker,EUR-IRS3M-4Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-3M,4Y,,,,
EUR-EURIBOR3M,5Y,OG-Ticker,EUR-IRS3M-5Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-3M,5Y,,,,
EUR-EURIBOR3M,7Y,OG-Ticker,EUR-IRS3M-7Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-3M,7Y,,,,
EUR-EURIBOR3M,10Y,OG-Ticker,EUR-IRS3M-10Y,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-3M,10Y,,,,
